epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5
C12CC3CC(CC(C3)C2)([N+](C)(C)C)C1,C12CC3(CC(CC(C3)C2)C1)[N+](C)(C)C,C1C2CC3CC1CC(C2)(C3)[N+](C)(C)C,C1C2([N+](C)(C)C)CC3CC(CC1C3)C2,C12CC3CC(CC(C3)([N+](C)(C)C)C2)C1,C12CC3CC([N+](C)(C)C)(C1)CC(C3)C2
C1CC(CCC1)N,C1CNC(CC(NCCNC(C)CC(C)(C)N1)C)(C)C,C1CNC(C)(CC(NCCNC(C)(C)CC(C)N1)C)C,C1CNC(C)(C)CC(NCCNC(C)(C1)C)(C)C,C1NC(C)CC(C)(C)NCCNC(CC(C)(NC1)C)C,C([n+]1cn(C)cc1)C
C1CN(C)CCN(CCCN(CC(C)C1)C)C,C([N+](C)(C)C)CCCCCC[N+](C)(C)C,C1CN(CCN(CCN(C)CCN(C)CCN1C)C)C,C(CNCCNCCN)NCN,C(CN)NCCNCCNCCNCCNCCNCCN,C(N(C)CC)C
CC(NCCC)C,C1C[N+](CCCC[N+]2(C)CCCC2)(C)CC1,C(CCCCC[N+](C)(C)C)[N+](C)(C)C,C1CCC[N+]1(CCCCC[N+]1(C)CCCC1)C,C(CCCCCCCCCCCCCCCC)CCCCCC[N+](C)(C)C,C(N(CCO)CCO)CO
c1c[n+](c(n1C)C)CCCCCCC[n+]1c(n(C)c(c1C)C)C,C(N(CCO)CCO)CO,C(CC[N+]1(CCCC1)C)C[N+]1(CCCC1)C,C(CC[N+]1(C)CCCC1)CC[N+]1(CCCC1)C,C(C)CNCCC,C1CCCCNC1
C1CCCNCCN1,C(N(CC)CC)C,C1CN(CCN(CCN(CCN(C)CCN1C)C)C)C,C(C)CNCCC,C(CNCCCN)NCCNCCN,C(CNCCNCCNCCN)N
C(C)NCCCCCNC,C(CCCCCC[N+](C)(C)C)CCC[N+](C)(C)C,C1CCC(N)CC1,C(CCCN)CNCCCN,C(N(CC)CC)C,C(CNCCN)NCCN
C1CC(CCN(CCN(C)CCN(CCN1C)C)C)C,C1CN(C)CCN(C)CCN(C)CCN(C)CCN(C)C1,C1CC[N+](C)(CCCC[N+]2(CCCC2)C)C1,C1C[N+](CCCC[N+]2(CCCC2)C)(CC1)C,C(CC[N+]1(C)CCCC1)CC[N+]1(C)CCCC1,[N+]12(CCC(CC2)CC1)CCCC[N+]12CCC(CC2)CC1
C12CCC(CC1)CCC2,C1C2C3C[N+](C)(C)CC3(C)C(C=C2)C1,C1C2CCC[N+](C)(C)C1C2,C12CC3CC(CC(C1)C3)(C2)[N+](C)(C)C,C1CCC2CCCCC2[N+](C1)(C)C,C12CC3[N+](C)(CC)CC(C2)CC(C3)C1
C1CC2CCC[N+](C)(C)CC1C2(C)C,C12C3C=CC(C2C[N+](C)(C)C)C1C3,C1C([N+](C)(C)CCC1)C,C1CC2C(C1)[N+](C)(C)CCC2,C12CC3CC(CC(C3)C2)([N+](C)(C)C)C1,C1CC2C(C1)CCC[N+]2(C)C
C1CCC([N+](C)(CC1)C)C,C1C2C3[N+](C)(C)CCCC3C(C2)C1,C1C(CC(C)C[N+]1(CC)C)C,C1CC2CCCC(C2)[N+]1(C)C,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,C1CC2C(CC1)CCC[N+]2(C)C
C1CCCC(C)CC[N+]1(C)CC,C1C2CC3CC(C2)([N+](C)(C)C)CC1C3,C1C2C(CCCC2)[N+](C)(C)CC1,C1CCC2C1CCC[N+]2(C)C,C1CC2CCCC([N+]2(CC)CC)C1,C1C2CC3CC1CC(C3)([N+](C)(C)C)C2
C1CCCC2CCCCC2[N+](CCC)(CC1)CC,C1C2CC3CC(C2)CC1(C3)[N+](C)(C)C,C12CCC(C1[N+](C)(C)C)CC2,C1C2CC3CC(CC1(C3)[N+](C)(C)C)C2,C12CC3CC(CC(C1)C3)(C2)[N+](C)(C)C,C1CCC2CCC[N+](C)(C)C2C1
C1CCCCCC2CC[N+](C)(CC21)C,C1C2CC3(CC(CC1C3)C2)[N+](C)(C)C,C1CC2CCC[N+](C)(C)C2C1,C1C2CC3CC(C2)CC1(C3)[N+](C)(C)C,C1C2[N+](C)(CCCCC[N+]3(C4CCC3CCC4)C)C(CCC2)CC1,C12CC3CC(CC(C3)C2)(C1)[N+](C)(C)C
C1CC[N+](CC1)(C)CCC[N+]1(CCCC1)C,C1C(CC(NCCNC(C)(C)CC(C)(C)N1)(C)C)C,c1(C[n+]2cn(cc2)C)cccc1,c1(C)n(cc[n+]1C)C,Cn1c[n+](cc1)C,Cn1c[n+](cc1)CC
C(C)CCNCC,c1([n+](C)c(C)n(C)c1C)C,Cn1cc[n+](CC)c1,c1[n+](cn(c1)C)C,Cn1c(C)[n+](cc1)C,[n+]1(cn(C)c(C)c1)C
C(CCCC[n+]1c(n(cc1)C)C)CC[n+]1c(n(c(c1C)C)C)C,C(CCCCCC[n+]1c(C)n(C)cc1)CC[n+]1c(n(cc1)C)C,[n+]1(C)cn(cc1)C,C1CC2CCN1CC2,Cn1c[n+](cc1)C,c1n(c[n+](c1)C)C
Cn1c([n+](CCCCCCC[n+]2c(c(C)n(C)c2C)C)c1C)C,C1C[N+](C)(C)CC2C1C1C=CC2C1,Cn1cc[n+](C)c1C,C1CCCCNC1,C1NCCNC1,Cc1[n+](C)ccn1C
C1CCC(C)(C[n+]2ccn(c2C)C)CC1,C(CCC[N+]1(C)CCCC1)[N+]1(CCCC1)C,C[n+]1cn(cc1)C,Cn1c(C)[n+](C)cc1,Cn1c[n+](C)cc1,Cn1c[n+](cc1)CC
C(CCC)N(CCCCN(C(C)C)C(C)CC)CCC,C1C[N+](CCCC[N+]2(CCCC2)C)(CCC1)C,C(CN(CC)CC)C,C1CCC[N+]1(CCCC[N+]1(C)CCCC1)C,C1[N+](C)(CCC1)CCCCC[N+]1(C)CCCC1,C1CC[N+](CCCCC[N+]2(C)CCCC2)(C)C1
C(CC)NCCC,C1C(N(C)CCCN(CC(C)(C)C1)C)C,C1CN(CCN(C)CCCN(CCN(CC1)C)C)C,c1n(cc[n+]1CCCC)C,C1CC(CC1)N,C1CCC(N)CC1
C(C)CNCCC,c1ccccc1CN1CCCC1,C1N(CCN(C)CCCN(C)CCN(C)CC1)C,C1CCC(NC1)N,C(C)CN(CCC)CCC,C(CNCCC)C
C1C(NCCNC(CCNC(C)(CCCN1)C)(C)C)C,C(C)N,C1C2CCN(CC2)C1,C1NC(C)(C)CC(NCCNC(C)(C)CC(C)NC1)C,C1CNC(C)(C)CC(C)NCCNC(C)(C)CC(C)N1,C(C)CNCCC
c1c([n+](c(C)n1C)C)C,C([n+]1c(C)n(cc1)C)C,C1NCCNC1,C1(C)(C)CC(NCCNC(C)(CC(NCCN1)C)C)C,C[n+]1cn(cc1)C,n1(cc[n+](C)c1)C
c1cn(c[n+]1C)CC,c1ccc(C[n+]2c(n(cc2)C)C)ccc1,c1c[n+](c(n1C)C)C,c1cn(C)c(C)[n+]1C,c1(n(C)c([n+](C)c1)C)C,c1(n(C)c([n+](C)c1)C)C
CC1CCCC(C[N+]1(C)C)C,C1CCC(C)(C[N+]1(C)C)C,C1CCN(CCN(C)CCCN(C)CCN1C)C,[n+]1(ccn(c1)C)C,n1(c[n+](CC)cc1)C,C1CCCCC1N
C1CCC[n+]2c(n(C3CCCCC3)cc2)CCCC1,C(C)[n+]1ccn(C)c1,Cn1cc[n+](c1C)C,[n+]1(cn(cc1)C)C,Cn1c[n+](cc1)C,c1[n+](C)cn(c1)C
C1CC(CCC1)N1CCCC1,C1CNC(CC(NCCNC(CC(NCCNC1(C)C)C)C)C)C,C1CNC(C)(CC(NCCNC(CC(N1)C)C)(C)C)C,[n+]1(cn(cc1)C)C,Cn1c[n+](cc1)CC,CC1(C)CC(NCCNC(CC(NCCN1)(C)C)C)C
C1N(C)CCCN(C)CCN(C)CCN(CCN(C)CCN1C)C,N1(CCCN(CCN(CCN(CCC1)C)C)C)C,C1CN(CCN(CCCN(CCN(CCC1)C)C)C)C,C1CC(NCCNC(C)CCN(CCCN1C)C)(C)C,C(CC)CNCCCC,C1CCC(N)CC1
C(CCCCCC[n+]1c(n(C)cc1)C)C[n+]1c(n(C)cc1C)C,C(C)[n+]1ccn(c1)C,C1CNCCNCC1,C1CNC(C)(C)CC(NCCNC(C)(C)CCN1C)C,C1CNCCC1,C1NC(CC(NCCNC(CC(NC1)(C)C)(C)C)(C)C)C
C(CCC[N+](C)(C)C)CC[N+](C)(C)C,C[N+](C)(C)CCCCCC[N+](C)(C)C,C(CCCCC[N+](C)(C)C)[N+](C)(C)C,C1[N+](CCCCC[N+]2(CCCC2)C)(C)CCC1,C(C)CNCCC,C(CCCCCCCCCCCCCCCCC)CCCC[N+](C)(C)C
C1CCNC(CCNCCNC(C)CCCN1C)C,C(CC[N+](C)(C)C)CCC[N+](C)(C)C,C1CN(C)CCN(CCN(CCN(C)CCN(C1)C)C)C,C(CNCCNCCN)N,C(CCN)NCCN,C(NCCNCCNCCNCCN)CN
C1CCCC2C1CC[N+](C)(CC2)C,C(C)[n+]1cn(cc1)C,C(C)[n+]1ccn(C)c1,C1CCCNC1,C1CNC(C)(CC(C)NCCNC(C)(C)C1)C,CC[n+]1ccn(C)c1
C(CCCCCC[n+]1ccn(C)c1C)CC[n+]1c(n(C)cc1)C,C(CC[N+]1(C)CCCC1)[N+]1(C)CCCC1,C1CCC(C)(N)CC1,C1NC(C)(C)CC(NCCNC(C1)(C)C)(C)C,C(CNCCC)C,c1nccc(N(C)C)c1
C1(C)C2CC(C)(C[N+](C)(C)CC2)C1,C1CC2CC3(CC1CC(C3)C2)[N+](C)(C)C,C1C2CC3CC1CC(C2)([N+](C)(C)C)C3,C1CC[N+](C)(C)CC1,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,C1CC2C([N+](CCCC2)(C)C)CC1
C1CC(N)CCNCCNC(CCCN1C)C,C(CNCCNCCN)CN,C1CN(CCCN(CCN(C)CCCN1C)C)C,C(CNCCN)CNCCN,C(CNCCCN)NCCNCCN,C(N(CC)C(C)O)C
C1C(C)CCC(C)NCCNC(C)(C1)C,C(CN)CNCCN,C1CNCCC1,C(CNCCNCCN)CN,C(CNCCN)NCCNCCN,C(CNCCNCCNCCNCCN)N
C1CCC[N+](C)(CC1)C1CCCC1,C1CCC(C)[N+](C)(C)CC1,C1CC(C)[N+](CC)(CC)CC1,C1CCC(C)[N+](C1C)(CC)CC,C1CC([N+](CC)(C)C(C)C1)C,C1C2C3C4C[N+](CC)(CC)CC4C(C=C3)C2C[N+]1(CC)CC
C[N+](C)(C)CCO,C(CCCC[N+](C)(C)C)CC[N+](C)(C)C,C(CCCCN(C)C)CN(C)C,C1CCCC[N+]1(C)C(CCC([N+]1(CCCC1)C)C)C,C(CCCCCCCCCCCCCC)CCCCCCC[N+](C)(C)C,C([N+]1(CCCC1)C)CCCCC[N+]1(CCCC1)C
C1CN(CCN(C)C)CCNC(CCN(CCN(CCN1C)C)C)C,C(CNCCNCCN)CN,C1CN(C)CCN(CCN(C)CCN(C)CCN(C1)C)C,C1CC[N+](C1)(C)CCCC[N+]1(CCCC1)C,C(C)CN(CCC)CCC,C(C)(C)N(C(C)C)CC
C1CCNCCN1Cc1ccccc1,C1CNCCN1,C1N(CCN(CCCN(CCN(CCC1)C)C)C)C,C1CCCCC1N1CCCCC1,[N+](C)(CCCCCC[N+](C)(C)C)(C)C,C(CNCCC)C
C1(C)CC2C(C)(C)C(C1)C[N+](C2)(C)C,C1CCCCC(C1)[N+]1(CCCC1)C,C1CC(CCC1)N,C1C(C)[N+](CC)(CC)C(CC1)C,C1CCC[N+](C)(C)C1CC,C1CCCC([N+]1(C)C)C
C1CCCC(C1)N(C)CCCC[N+]1(C)CCCC1,C1(C)CC(C[N+](CC)(CC)C1)(C)C,C(C)CNCCC,CC[N+]1(CCCC1)C1CC[N+](CC1)(CC)CC,C(C)(N(C(C)C)CC)C,C1C[N+](CCCCC[N+]2(C)CCCC2)(CC1)C
C1CCC(NC1)Cc1ccccc1,C(C)(N(C(C)C)CC)C,C1CCC[N+]1(CCCCC[N+]1(CCCC1)C)C,C1CC[N+](C1)(C)CCCC[N+]1(CCCC1)C,C(C)CN(CCC)CCC,C1CCCC(C1)N
C1CC2CCCC1CC2[N+](C)(C)C,C1C2CC3CC(C1)(CC(C2)[N+](C)(C)C)C3,C1C2CCC([N+]2(CCCC[N+]2(CCCC2)C)C)C1,C1C2CC3CC(CC1(C3)[N+](C)(C)C)C2,C1CCC2CCCC[N+](C)(C)C21,C1C2CCC(CC2)C[N+]1(C)C
C1N(CCCN(C)CCN(CCCN(CC1)C)C)C,C(CCCC[N+](C)(C)C)C[N+](C)(C)C,C1CCC(CC1)N,C(C)C[N+](CCC)(CCC)CCC,C(CCCCCCCCCCCCCCC)CCCCCCCCCC,CC(C)N(C(C)C)CC
C[N+](C)(C1CCCCC1)C,C(CCCC[N+](C)(C)C)[N+](C)(C)C,C(C)CCCCCCCCCCCCCCCCC[N+](C)(C)C,C1CCCCC1N,C(C)(C)N(C(C)C)CC,C(CCCCCCCCCC)CCCCCCC[N+](C)(C)C
C1CCC[N+](C)(CCCC[N+]2(CCCC2)C)CC1,C(CC[N+](C)(C)C)CCC[N+](C)(C)C,C(CN(CCO)CCO)CO,C(C)CNCCC,C(CCCCCCCCCCCCCCCCC)[N+](C)(C)C,C1CCCCCN1
C(C)CNCCCC,C(CCCC[N+](C)(C)C)CC[N+](C)(C)C,C(CCCCCCCCC[N+](C)(C)C)CC[N+](C)(C)C,C(CC[N+]1(C)CCCC1)CC[N+]1(CCCC1)C,C(CC)NCCC,C(CCCCCCCCCCCCCCCCC)CC[N+](C)(C)C
C1CCCCCC1n1cc[n+](c1)C1CCCCC1,C1(C)(C)CC(C)(C)CC[N+]1(C)C,C1C2CC3CC([N+](C)(C)C)(C2)CC1C3,C1C2CC3CC1CC(C3)([N+](C)(C)C)C2,C1C2CC3CC(CC1([N+](C)(C)C)C3)C2,C1C2C(CCCC2)[N+]2(CCCC2)CC1
C1CC2CC3CC(CC(C2)C3)[N+](C)(C)C1,C1C2CC3CC(CC1C3)([N+](C)(C)C)C2,C1C2CC3([N+](C)(C)C)CC1CC(C2)C3,C1CCC2CCC[N+](C2C1)(C)C,C12CCCC(CCC2)[N+]1(C)C,C1CC2C(CCCC2)[N+](C1)(C)C
C1CCCCCC1n1c[n+](cc1)C1CCCCC1,C1CCCC2C1[N+](C)(CCC2)C,C12CC3(CC(CC(C2)C3)C1)[N+](C)(C)C,C1CCCC2CCC[N+](C)(C)C21,C1C2CC3CC1(CC(C3)C2)[n+]1cn(C23CC4CC(CC(C4)C3)C2)cc1,C12CC3(CC(CC(C3)C1)C2)[N+](C)(C)C
C1C2CC3CC(CC1C3)C2,C1CC2CCCC1[N+](C)(C)CC2,C1CC2C(C1)[N+](C)(CCC2)C,C1CCC2C(C1)CCC[N+]2(C)C,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,C1(C)(CCC[N+](C1)(C)C)C
C1CC(C)CC(C)C[N+](C1)(CC)CC,C1C2C3C=CC(C4C[N+](C)(C)CC43)C2C1C[N+](C)(C)C,C1C2CC3CC1CC(C2)([N+](C)(C)C)C3,C1CCCC2CCC[N+](C)(C)C21,C1C2CC3CC(C2)CC1(C3)n1c[n+](C23CC5CC(C1)CC(C2)C3)cc1,C12CC3CC(CC(C3)C2)([N+](C)(C)C)C1
C1C2CC3CC(CC(C3)C2)C1,C1CCC(CC1)[N+]1(CCCC1)C,C1C2CC3CC1CC(C3)(C2)[N+](C)(C)C,C1C2CC3CC1(CC(C3)C2)[N+](C)(C)C,C1C2CC3CC(CC1C3)([N+](C)(C)C)C2,C12CC3CC(CC(C3)C2)(C1)[N+](C)(C)C
C1CCC(CC1)N,C(CCCC[N+](C)(C)C)CC[N+](C)(C)C,C(CN(CCO)CCO)CO,C(CCCCC[N+]1(CCCC1)C)[N+]1(C)CCCC1,C1CCCCCC1N,C1CCC(CC1)N
C(CNCCCNCCCNC(C)CC)CN(CC)CC,C(CNCCCNCCNCCN)N,C1CN(C)CCN(CCCN(C)CCN1C)C,C(CCCCNCCCC)CN,C(CNCCNCCN)N,C(NCCNCCNCCNCCN)CN
C1CN(C)CCN(C)CCN(C)CCN(C)CCN(C)CC1,C1N(CCN(CCN(C)CCN(C)CCN(C1)C)C)C,C1N(C)CCN(C)CCN(CCN(CCN(C)CCN(C1)C)C)C,C1CCC(N)CC1,C1C(C)NCCNC1,C(C)[N+]1(CCCC1)C
C1CCCC(CC1)n1cc[n+](c1C2CCCCC2)C,C1CCC[N+](C1)(C)CCCCC[N+]1(CCCC1)C,Cn1cc[n+](C)c1C,n1(C)c[n+](C)cc1,Cn1cc[n+](CC)c1,[n+]1(C)c(C)n(cc1)C
C1CCC(CC1)NC1CCCCC1,C1CNCCC1,C1NCCCC1,CCn1cc[n+](C)c1,c1[n+](cn(C)c1)CC,C1CNCCN1
C1([n+]2c(CCCC2)ccn2CCCCC2)cc2CCCC1,Cn1c(C)[n+](cc1)C,C1CNCCN1,Cn1c[n+](c(C)c1)C,Cn1cc[n+](CC)c1,[n+]1(cn(cc1)C)CC
n1(C)c([n+](cc1)C)C,C1CC[N+](CCCC[N+]2(C)CCCC2)(C1)C,Cn1cc[n+](C)c1C,c1(n(C)c(C)c(C)[n+]1C)C,c1[n+](C)c(C)n(C)c1,Cc1[n+](c(C)n(C)c1)C
c1(cc(C)n(C)c([n+]1C)C)C,C1[N+](C)(CCCC[N+]2(CCCC2)C)CCC1,[n+]1(ccn(c1C)C)C,C(C)CNCCC,Cn1c(CC)[n+](C)cc1,c1c[n+](c(C)n1C)C
[n+]1(ccn(c1C)C)CC,C1C[N+](CCCC[N+]2(C)CCCC2)(C)CC1,c1c[n+](cn1C)C,C[n+]1c(C)n(C)cc1,Cn1c(C)[n+](C)cc1,n1(C)c(C)[n+](cc1)C
Cn1c([n+](CCCCC[n+]2c(C)n(c(C)c2C)C)cc1C)C,C1[N+](C)(C)CC(C)(CC1)C,c1n(c(C)[n+](C)c1)C,c1[n+](c(n(c1)C)C)C,Cn1c[n+](C)cc1,c1(C)n(C)c[n+](C)c1
C1CCCC(CC1)n1cc[n+](c1)C1CCCCCC1,C1CCC(N2CCN1CC2)CCN,C1CNC(CC(C)(NCCNC(C)(C)CC(N1)C)C)C,CC[n+]1ccn(c1)C,c1n(c(C)[n+](C)c1)C,C(CCC[n+]1cn(cc1)C)C
c1(C)n(c(C)[n+](c1C)C)C,Cc1n(C)c([n+](C)c1)C,Cn1c(C)[n+](cc1)C,Cc1n(cc[n+]1C)C,Cc1n(cc[n+]1C)C,Cc1n(c[n+](C)c1)C
Cn1c([n+](CC)cc1)C,C1CCC(C)(C[n+]2ccn(c2)CC2CCCC2)C1,c1n(C)c([n+](C)c1)C,C1C2CC[N+](CC2)(C1)CCCC[N+]12CCC(CC1)CC2,Cn1c[n+](cc1)CC,Cn1c[n+](cc1)CC
c1(C)n(c(C)[n+](c1C)C)C,c1ccccc1C[n+]1ccn(C)c1,c1(C)n(c([n+](c1C)C)C)C,c1c[n+](c(n1C)C)C,Cn1c([n+](C)cc1)C,n1(C)c(CC)[n+](cc1)C
C1C2CC3CC(C2)CC1(C3)[N+](C)(C)C,C1[N+](C)(CC2C3C=CC(C21)C1C[N+](CC)(CC)CC31)CC,C[N+](C)(C)C1(CCCC1)C,C1(C)CC(C[N+](C1)(CC)CC)C,C1CCCC([N+]1(CC)CC)C,C1CC[N+](CC)(CC)CC1(C)C
C12C(CC3CC(C1)C2)(C)C[N+](C)(C)C,C1(C)(C)CC2(CC(C1)C[N+](C)(C)C2)C,C1C[N+](CC1)(CC)C,C1CCCC(C)[N+]1(CC)CC,C1C(C)CC(C[N+]1(C)C)C,C1(C)CC(C[N+](C1)(CC)CC)C
C1CC(CC(C1)C)C[N+](C)(CC)CC,C1[N+](C)(CC)CC(CC1)C,C[N+]1(C)CC(C)(C)CCC1,C1CC[N+](CCCC[N+]2(CCCC2)C)(C1)C,C1(C)[N+](C)(CC(CC1C)C)C,C1CCCC([N+](C)(CC)CC)C1
C(C)C[N+]1(CC)CCC(CC1)C,C1CCC(C)[N+](CC)(C1)C,CC1C[N+](C)(C)CC(C)C1,C1C(C)CC(C)(C)C[N+]1(CC)CC,C1CCCC([N+]1(C)C)CC,C1CCC(C)[N+](C1)(C)C
C1CCCC(C1)N(C)CCCC[N+]1(C)CCCC1,C(CC[N+]1(C)CCCC1)C[N+]1(CCCC1)C,C1CCC(CC1)N,C(CCCCCCCCCCC)CCCCC[N+](C)(C)C,C(CCN(C)C)CN(C)C,C(CCCCCCCCCCCCCC[N+](C)(C)C)[N+](C)(C)C
C1CCN(CCN(CCCN(CCN(CCN1C)C)C)C)C,C1C[N+](C)(CCCC[N+]2(C)CCCC2)C1,C(CCCC[N+](C)(C)C)C[N+](C)(C)C,C1CCC(N)CC1,C(CCCCCCCCCC[N+](C)(C)C)CCC[N+](C)(C)C,C1CCC[N+]1(C)CCCCC[N+]1(C)CCCC1
C1CCN(CCN(CCN(CCN(CC1)C)C)C)C,C(C)(N)CCCC,N1(CCN(CCCN(C)CCN(CCC1)C)C)C,C(CNCCC)C,C(CNCCCNCCN)CN,C(NCCNCCN)CNCCN
C(NCCCNCCN)CN,C(CCCNCCC)C,C1NC(C)CCC1,C(CNCCN)NCCN,C(N)CCCCCCN,C(CNCCNCCNCCN)CN
C1N(C)CCN(C)CCCN(CCN(CCN(C)CCN1C)C)C,C(C)CN(CC)CC,N(CCC)(CCC)CCC,C(C)(NC(C)C)C,C(N)CCNCCN,C(CNCCNCCNCCN)N
C1CN(C)CCCN(C)CCN(CCN(C)CCN1C)C,C1CC(N)CCC1,C1CN(C)CCN(CCCN(CCN(C1)C)C)C,C1CCCCCN1,C(CN)CC,C1CC(CCC1)N
C(C)CNCCC,C(N(CC)CC)C,C(N(C(C)C)(C)C)C,C(CNCCN)CN,C(CNCCCNCCN)NCCN,C(NCCN)CNCCN
C1CCC[N+](C1)(C)CCCC[N+]1(CCCC1)C,C1C(C)CC(C)C[N+]12CCCC2,CC1[N+](CC)(CC)C(CCC1)C,C1CC(C)CC(C)C[N+]1(C)CC,C1CC(C)[N+](CC)(C(C1)C)CC,C1CCC([N+](C)(C1)CC)C
C(C)n1c([n+](cc1)C)C,c1ccc(C[n+]2ccn(c2C)C)cc1,c1[n+](C)cn(c1)C,c1(n(C)cc[n+]1C)C,Cn1c[n+](cc1)C,c1n(C)c(CC)[n+](c1)C
C1CCC(C)NCC(C)(C)C(C)NCCNC(C)CCN1,c1[n+](c(n(c1)C)C)C,C(CC)NCCC,C1NCCNC1,Cn1c[n+](C)cc1,C[n+]1cn(c(C)c1)C
Cn1c(C)[n+](C)cc1,C(CC[n+]1c(n(C)cc1)C)CCC[n+]1c(n(C)c(C)c1C)C,n1(c([n+](C)cc1)C)C,Cn1cc[n+](c1)CC,[n+]1(cn(cc1)C)CC,Cn1cc[n+](c1)CC
c1([n+](c(C)n(c1C)C)C)C,c1[n+](C)c(n(c1)C)C,Cn1cc[n+](CC)c1,C1CCNCC1,C[n+]1cn(C)cc1,C1CCCCN1
C(NCCNCCO)N,C(CC[N+](C)(C)C)CCC[N+](C)(C)C,C(CNCCC)C,C(C)CCCCCCCCCCCCCC[N+](C)(C)C,C(CCCCCCC[N+](C)(C)C)CCCCCC,C(C[N+]1(C)CCCC1)CCCC[N+]1(CCCC1)C
C1CCCC(C1)N(C)CCCC[N+]1(C)CCCC1,C(CCCCC[N+](C)(C)C)C[N+](C)(C)C,[N+]1(CCCCC[N+]2(C)CCCC2)(CCCC1)C,C1CC[N+](CCCCC[N+]2(CCCC2)C)(C1)C,C(CCCCCCCCCCCC)CCCCCC[N+](C)(C)C,C1CCC(CC1)N
C1CC2C[N+](C)(C)CC1CCC2,C1C[N+](CCC1)(C)CCC[N+]1(C)CCCC1,C1C2CC3([N+](C)(C)C)CC1CC(C2)C3,C1CCC2CCCCC2[N+]1(C)C,C12CC3CC(CC(C2)C3)([N+](C)(C)C)C1,CC1(C)CC(C)C[N+](C1)(C)C
C(CCC[n+]1c(C)n(c(c1C)C)C)CCC[n+]1c(C)n(c(C)c1C)C,C1C2CC3CC(C2)(CC1C3)[N+](C)(C)C,C1C2CC3(CC1CC(C3)C2)[N+](C)(C)C,C12CC3CC(CC(C1)C3)([N+](C)(C)C)C2,C[N+](C)(C12CC3CC(C1)CC(C3)C2)C,C1C2CC3([N+](C)(C)C)CC1CC(C3)C2
