epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5
c1(C)n(c(C)[n+](C)c1C)C,C(CC)C[n+]1ccn(c1)C,C1C2CC3CC1CC(C2)([N+](C)(C)C)C3,C1CCCC(N(C)C2CCCCC2)C1,Cn1c(C)[n+](CC)cc1,C1CCCCCCN1
C(CNCCC)NCC,C1C2CC3CC(CC1C3)(C2)[N+](C)(C)C,c1cccc(CN2CCCC2CO)c1,C1(CCCCC1)N(C1CCCCC1)C,C(C)CNCCC,c1c(CN2CCCC2)cccc1F
C(C)N(CC)CC,C12CC3CC(CC(C3)C1)([N+](C)(C)C)C2,c1cc(C(N(C)C)C)ccc1,C(CC)CC[n+]1cn(cc1)C,C1C2C3CC(CN2CC1)C1CCCC[N+]1(C3)C,C1CCCC2N1CC1CC2C[N+]2(C)C1CCCC2
c1cccc(c1)CN1CCCC1,C1CCC2C3CC(C[N+]3(C)CCC2)C1,C1CCC(N(C)C2CCCCC2)CC1,c1ccc(cc1)C(C(C)NC)O,C([n+]1c(n(cc1)C)C)CCCCC[n+]1ccn(C)c1C,C(C(C)NC)(C)NC
C1CCN(CCCN(CCCN(CCCN1C)C)C)C,C(N(CC)CC)C,C1N2CC3C4[N+](CCCC4)(C)CC(C2CCC1)C3,C1CCCC(N(C1)Cc1ccccc1)CO,C1CCCCC1N(Cc1ccccc1)C,C1CCCC[N+]1(C)CCCC
C(NCCC)C,C1CCCC(N(C1)C1CCCCC1)C,N(C)(C)C(N(C)C)N(C)C,C1CCC(N(C1)C)C1CCCCC1,c1ccc(C(O)C(C)NC)cc1,C1CCC(N(C2CCCCC2)C)CC1
c1ccccc1C[N+]1(CCC(CCCCC2CC[N+](C)(Cc3ccccc3)CC2)C)CC1,C(N(CC)CC)C,c1c(C)[n+](c(C)n1C)C,c1ccc(cc1)CN1CCCC1,C(C)CC[n+]1cn(cc1)C,c1cccc(c1)C(O)C(C)NC
C1CCCN(Cc2ccccc2)CC1,C(C)(N(CC)CC)C,c1ccc(cc1)C(N(C)C)C,C1CCCCC1N(C1CCCCC1)C,C(N(CC)CC)C,c1c([n+](c(n1C)C)C)C
C(CC)N(CC)CC,C1CCCN2CC1,C(C(NC(C)C)C)(O)c1ccccc1,c1cc(ccc1)C[N+](C)(Cc1ccccc1)C,C(C)CN(CCC)CCC,c1ccc(cc1F)CN1CCCC1
C(N(CC)CC)C,C1CCC(CC1)N(C1CCCCC1)C,C1CCC(N(C2CCCCC2)C)C1,c1(F)ccccc1CN1CCCC1CO,C1C2C3CC(CN2CC1)C1CCCC[N+]1(C)C3,C1CCCCN1
C1CCC(N(C)Cc2ccccc2)OCC1,C1CC(C[N+](C1)(C)C)CC1(C)CCCC1,[N+](CC)(CC)(CC)CC,CC(N(C(C)C)CC)C,C1CCC2N(CC3CC2C[N+]2(CCCCC23)C)C1,c1cccc(c1)C(O)C(C)NC
C1CCCCC1[n+]1ccn(C2CCCCCC2)c1,C(C)(C)N(C(C)C)C,C1CCCCCN1,c1cc(CN2CCCC2)ccc1F,C1C2CC3CC(CC1C3)([N+](C)(C)C)C2,C1C2CC3CC1CC(C3)([N+](C)(C)C)C2
C1CCCNCCN(C1)Cc1ccccc1,C1N(CCN(C)CCN(C)CCN(C)CCN(CCN(C)C1)C)C,c1(C)n(c(C)[n+](C)c1C)C,c1cc(ccc1)CN1CCCC1CO,n1(c(C)[n+](CCCC)cc1)C,C1CCCCN1
c1ccc(cc1)C(NC)C,C(C)CN(CCC)CCC,C1(CCCCC1)N(C1CCCCC1)C,C(C)CN(CCC)CCC,c1cccc(c1)C[N+](C)(Cc1ccccc1)C,C(c1ccccc1)(C(NC)C)O
c1cc(ccc1)C[n+]1cn(C)cc1,C(N(CC)CC)C,C(CO)N(CCO)CCO,C1C2C3CCCC[N+]3(CC1C1N(CCCC1)C2)C,c1cc(cc(F)c1)C[N+](C)(C)Cc1ccccc1,c1ccc(cc1)C(O)C(C)NC
C1CCN(Cc2ccccc2)CC1,c1cc(ccc1)CN1CCCC1CO,C(C)CCCCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCC,C1CC2C3C[N+]4(C)CCCCC4C(CN2CC1)C3,c1(ccccc1)C(C(NC)C)O,C(CC)CNCCCC
c1cc(CN2CCCC2)cc1,c1ccc(C[N+](C)(Cc2ccccc2)C)cc1,C(N(CC)CC)C,C(C)(C)(N(C(C)C)C)C,C(CC)C[n+]1c(n(C)cc1)C,C(CC)C[n+]1cn(cc1)C
c1c(cccc1)CN1CCCC1,N(CC)(CC)CC,C(NCC)C,c1ccc(cc1)CN1CCCC1CO,c1c(F)cc(cc1)C[N+](C)(Cc1ccccc1)C,C1CCCC2[N+]1(CC1CN3C(CCCC3)C(C1)C2)C
c1cccc(c1)C[n+]1c(n(cc1)C)C,C(C)N(CC)CC,c1ccc(C[N+](C)(C)Cc2ccc(F)cc2)cc1,C(C(O)c1ccccc1)NC,C(C)C[n+]1ccn(c1C)C,C1CC(CCC1)N(C1CCCCC1)C
C(N(CC)CC)C,C1CCCC2C3CCCC[N+]3(C)CC1CCCC3,C(N1CCNCC1)Cc1ccccc1,C(N(CC)CC)C,c1cc(ccc1)CN1C(CO)CCC1,C(c1ccc(F)cc1)N1CCCC1
c1ccccc1CN1CCCC1CO,C1(N(C)CCCC1)C1CCCCC1,C1C2C3C[N+]4(C)CCCCC4C(CN2CCCC1)C3,C1CCCCC1N(C1CCCCC1)C,n1(c([n+](cc1)CCCC)C)C,c1cn(c[n+]1CCCC)C
C1CCNC(CCC1)C1CCCC1,C(C)C[n+]1cn(CC)cc1,C1CCC(N(C1)Cc1ccccc1)CO,C12CC3CC(CC(C2)C3)(C1)[N+](C)(C)C,C1CCCCC1N(C)C1CCCCC1,C1CCCC(N(C)C2CCCCC2)C1
C1N(CCCC1)Cc1ccccc1,C1CN(CCN(CCN(C1)C)C)C,C1CCC(N(C2CCCCC2)C)CC1,C1CCC(CO)N(C1)Cc1ccccc1,C(C)CNCCC,C(C(C(c1ccccc1)O)O)NC
C1CCN(C)CCN(CCN(CCN(CCN(CCN(CCN1C)C)C)C)C)C,C1CCC(N(C1)C1CCCCC1)C,C1CCN(Cc2ccccc2F)C1,c1ccccc1CN1C(CCC1)CO,C(C(C)NC)(c1ccccc1)O,C(CNCCC)C
Cn1c([n+](cc1)C)CC,Cc1[n+](c(n(C)c1)C)C,C(C)CC[N+](C)(C)C,C(N(CC)CC)C,c1c(cccc1)C(C(NC)C)O,C1CCC(CC1)N(C1CCCCC1)C
C(C)(C)N(C)C,c1c(C)c(C)[n+](c(n1C)C)C,C1CCN(Cc2ccccc2)CC1,c1c(cccc1)C[N+](C)(C)Cc1ccccc1,c1(CN2CCCC2CO)ccccc1,C(N(CC)CC)C
C(C)N(CC)CC,C1C[N+]2(CC3C4N(CCCC4)CCCC4)CCC(C1)C3,C1CCCCN1,c1ccccc1CN1C(CCC1)CO,c1cccc(CN2CCCC2)c1,C1CCCCN1
c1c(cccc1)Cn1c[n+](C)cc1,c1ccc(cc1)CN1CCCC1CO,c1cccc(C(C(C)NC)O)c1,c1ccc(CN2CCCC2)cc1F,c1ccc(C[N+](C)(C)Cc2ccc(F)cc2)cc1,c1cccc(c1)C(O)C(NC)C
C1CCN(Cc2ccccc2)CC1,C(N(CC)CC)C,C(CN(CC)CC)C,C1C(N(C2CCCCC2)C)CCC1,C1N(C(CO)CC1)Cc1ccccc1,CCC[n+]1c(C)n(c(c1C)C)C
C1CCN(CCN(CCN(C)CCN(C)CCN1C)C)C,C(C)(N(CC)CC)C,C1CCN(Cc2ccccc2)CC1,c1(ccccc1)CN1C(CO)CCC1,C1CC(CO)N(Cc2ccccc2)C1,C1CCCCN1
C1CC2C3CCC1CC(C3)C2[N+](C)(C)C,C(C)(C)N(CC)CC,c1cccc(C(C(NC)C)O)c1,C(N(C(C)C)C)C,c1ccc(CN2CCCC2)cc1,C1CCCC2N1CC1CC2C[N+]2(C1CCCC2)C
C1(C)CCCCCC1C[N+]1(CCCC1)CCCCCC1CC[N+](CC1)(CCCCCCCCCCCCC)C,C(O)(C(NC)C)c1ccccc1,C12CC3CC(CC(C2)C3)([N+](C)(C)C)C1,c1ccc(C[N+]2(C)CCCC2CO)cc1,c1ccc(CN2CCCC2CO)cc1,C1(CCCCC1)N(C1CCCCC1)C
c1ccccc1N(C)C(O)C,C(C)(n1cc[n+](c1)C)C,C(C)CCCCCC[N+](C)(C)C,c1c(cccc1)CN1CCCC1CO,C(N(CC)CC)C,c1ccccc1CN1CCCC1
[N+](C)(C)(CCCCCCCC[N+](C)(C)C)C,C(C)CN(CCC)CCC,C(CO)N(CCO)CCO,C1CCC(CC1)N(C1CCCCC1)C,C1CCC[N+]2(C)CC3C4CCCCN4CC(C3)C21,c1cccc(c1)CN1C(CCC1)CO
c1ccc2c(cc1)C[N+](C)(C)Cc2ccccc2,C1CCN(CC1)Cc1ccccc1,C(C)C1CCCCC1N(C1CCCCC1)C,c1ccc(cc1)C[N+]1(CCCC1)C,c1ccc(cc1)C[N+](C)(Cc1ccccc1)C,C1CCCC(C1)N(C1CCCCC1)C
C1C2CC3CC(CC(C2)C3)[N+]1(C)C,c1c(cccc1)CN1CCCC1CO,C1C2CC3CC1CC(C2)(C3)[N+](C)(C)C,c1cn(C)c(C)[n+]1CC,c1n(C)c(C)[n+](c1)CCCC,C(C)CN(CCC)CCC
c1ccc(c(c1)CN1CCCC1)C,c1cc(F)ccc1CN1CCCC1,N(C(C)C)(C)C(C)C,C1CCC(N(C1)Cc1ccccc1)CO,C(CC)CC[n+]1cn(C)cc1,C(CCC)NCCCC
C1CCCNCC1,C(C)C[n+]1ccn(C)c1,C1CN(Cc2ccccc2F)CC1,C(C)CNCCC,c1ccc(C[N+](Cc2cc(F)cc2)(C)C)cc1,[n+]1(c(C)n(c(c1C)C)C)C
C1CCCC(N(C1)C)Cc1ccccc1,c1cc(ccc1)CN1CCCC1CO,c1c(cccc1)C(O)C(NC)C,C1CN(Cc2ccccc2)CC1,C(N(CCC)CCC)CC,C1CCCCCNC1
CCN(CC)CC,c1c(c(ccc1)F)C[n+]1ccn(C)c1C,C(C)N(CC)CC,C1CC2C3CC(C4CCCC[N+]4(C3)C)CN2C1,c1(CN2CCCC2CO)ccccc1,C1C2C3CCCCN3CC(C2)C2[N+]1(CCCC2)C
c1(ccccc1)CN1CCCC1,C(C)(C)N(CC)C(C)C,C(C)CNCCC,c1c[n+](C)c(n1C)CC,C1CC(N(C2CCCCC2)C)CC1,C(c1ccccc1)N1C(CO)CCC1
c1ccccc1CN1CCCC1CO,C(C)C[n+]1c(n(c(c1C)C)C)C,C(C)(C)N(CC)CC,C1CCN(C1)Cc1ccccc1,C(O)CN(CCO)CCO,C1N(Cc2ccccc2)C(CC1)CO
C1CCCCN1,c1c(cccc1)CN1CCCC1CO,c1(C)[n+](C)cc(n1C)C,C(C)CNCCC,c1ccc(cc1)CN1CCCC1,C12C3CC(CN1CCCC2)C1[N+](CCCC1)(C3)C
C(O)c1ccccc1FN1CCCC1,C(C)CN(CC)CC,C1CCCC(C1)N(C1CCCCC1)C,c1ccccc1CN1C(CCC1)CO,n1(c(C)[n+](cc1)CCCC)C,C(C(NC)C)(O)c1ccccc1
C1CN(CCCN(C)CCN(CCN(CC1)C)C)C,C1CCCC(N1)Cc1ccccc1,c1(F)ccc(CN2CCCC2)cc1,[N+](CC)(CC)(CC)CC,C(C(NC)C)(O)c1ccccc1,C(C(C)NC)(O)c1ccccc1
C(CC)N(CCCC)CCC,C(c1ccccc1)(C(C)NC)O,CN(CC)CC,c1ccc(cc1)C(O)C(NC)C,c1ccc(cc1)CN1CCCC1,[N+]12(CC3C4N(CCCC4)CC(C3)C2CCCC1)C
C(CC)N(CCC)CC,C12CC3CC(C2)CC(C3)([N+](C)(C)C)C1,c1c(F)ccc(c1)CN1CCCC1,N1(Cc2ccccc2)CCCC1CO,C1CC2C3CC(C4N(CCCC4)C3)C[N+]2(CC1)C,c1cc(ccc1)C(C(C)NC)O
c1ccc(cc1)C[N+](C)(Cc1ccccc1)C,c1ccccc1CN1CCCC1CO,c1c(cccc1)CN1CCCC1,C1CC(N(C1)Cc1ccccc1)CO,c1cc(CN2CCCC2CO)ccc1,C(C1CCCN1Cc1ccccc1)O
C1C2CC3CC(CC(C2)C3)[N+](C)(C)C1,C1CN(Cc2ccccc2)CC1,c1cc(ccc1)CN1CCCC1,c1ccccc1C(O)C(C)NC,C12CC3CC(CC(C2)([N+](C)(C)C)C3)C1,C1CN(CCC1)C1CCCCC1
C1CCCCCC1[n+]1ccn(c1)C1CCCCC1,C1(N(C)CCC1)c1ccccc1,C1C2CC3CC(C2)CC1([N+](C)(C)C)C3,C1CCC(CC1)N(C1CCCCC1)C,C(C)[N+](CC)(CC)CC,C(C1CCCN1Cc1ccccc1)O
c1ccc(cc1)CN1CCCC1,C1CCCCN1Cc1ccccc1F,[N+]1(CCCC1)(CCCC)C,CC[n+]1ccn(c1C)C,c1ccc(c(c1)CN1CCCC1)F,C(c1ccccc1)N1CCCC1
c1ccc(cc1)CN1CCCC1,C1CCC2C3CC(C[N+]3(CCCC3)C)C2C1,N(C)(C(C(c1ccccc1)O)C)O,C12C3N(CCCC3)CC(C2)C2CCCC[N+]2(C1)C,C(C)CNCCC,C1CCC(CC1)N(C1CCCCC1)C
C1N(Cc2ccccc2)CC1,C(CCCCCCCCCCCC)CCCCC[N+](C)(C)C,C1N(CCN(CCN(C)CCN(CCN(C)CCN(C)C1)C)C)C,N1(CCCC1)Cc1ccccc1F,C1CCC[N+]2(C)CC3CC(CN2C1)C1CCCCN1C3,c1c(cccc1)CN1CCCC1
CCN(CC)CC,C1CCCCC(N1)Cc1ccccc1,C(c1ccccc1F)N1CCCC1,C(C)CNCCC,C1N(CCC1)Cc1ccccc1,C1CCCCC1N(C1CCCCC1)C
C(CNCCCC)CC,C1C2CC3CC(C2)CC1(C3)[N+](C)(C)C,c1c(CN2CCCC2)cccc1,c1ccccc1C(O)C(C)NC,C(C(NC)C)(c1ccccc1)O,c1ccc(C(O)C(NC)C)cc1
C(CCC)N(CCC)CC,C1CCC(N(CC1)C1CCCCC1)C,C1C(N(C2CCCCC2)C)CCCC1,C1CC(N(C2CCCCC2)C)CC1,c1ccc(cc1)CN1C(CCC1)CO,c1ccccc1C(O)C(C)NC
C1CCCCCN1,C(C)(C(C)NCC)C,C1CCCN1Cc1ccccc1F,c1cccc(CN2CCCC2)c1,c1c(cccc1)CN1CCCC1CO,C(c1cc(F)ccc1)N1CCCC1
c1cccc(C(C(O)O)C(C)O)c1,c1ccc(cc1)CN1CCCC1CO,C(N1CCN(Cc2ccccc2)CC1)c1ccccc1,C(N(CC)CC)C,C1CCCCCC1N(C)C1CCCCC1,C1CCCN1Cc1cccc(F)c1
C1CCN(CCN(C)CCN(C)CCN(C)CCN1C)C,C1CCCC(C1)N(C1CCCCC1)C,c1cc(ccc1)C(C(NC)C)O,c1cc(ccc1)CN1CCCC1CO,C1CCCC(N1Cc1ccccc1)CO,C1CCCCCN1
c1ccccc1CN1C(CO)Cc1ccccc1,C(C)CCN(CCC)CCC,C1CCCCCN1,C1C(CCCN1Cc1ccccc1)CO,C(C)CN(CCC)CCC,C1CCCN1Cc1ccccc1F
C1CCCNCC1,c1c(CN2CCCC2)cccc1,c1c(cccc1)CN1CCCC1,C1CC(N(C2CCCCC2)C)CC1,C1CCCN1Cc1ccc(F)cc1,C(C(NC)C)(c1ccccc1)O
c1c(cccc1)CN1CCCC1,C(C)CN(CCC)CCC,c1c(C(C(C(C)NC)O)O)cccc1,c1ccc(c(c1)F)CN1CCCC1CO,C(C)CNCCC,Cn1c([n+](CCCC)cc1)C
C1C2CC3CC(CC(C3)[N+](C)(C)C)C21,c1ccccc1CN1CCCC1CO,C1CC(N(C)C2CCCCC2)CC1,C1CC(CCC1)N(C)C1CCCCC1,c1(ccccc1)CN1C(CO)CCC1,C(N(CC)CC)C
C(CO)N(CCO)CCO,c1c[n+](C)c(n1C)CC,c1cc(c(F)cc1)CN1CCCC1,C(C)[N+](CCC)(CCC)CCC,c1cc(ccc1)CN(C(C(O)c1ccccc1)O)C,CC(N(C(C)C)CC)C
c1cc(N(C)C)ccc1,c1ccc(C(C(C)NC)O)cc1,C(C)(N(C(C)C)CC)C,C(C)CC[n+]1cn(C)cc1,c1cc(ccc1)CN1CCCC1,C1CCCC(N(C)C2CCCCC2)C1
c1(ccccc1)CN1CCCC1,C12CC3CC(CC(C3)C2)([N+](C)(C)C)C1,C(C(C(NC)C)O)O,c1cn(C)c([n+]1CCCC)C,C(C([N+](C)(C)C)(C)C)(c1ccccc1)O,C(C)CN(CCC)CCC
C(C)N(CC)CC,C1C(N(C2CCCCC2)C)CCCC1,C1CCC(C1)N(C1CCCCC1)C,C1CCCN1Cc1ccccc1F,C(O)CN(CCO)CCO,C(C1CCCN1Cc1ccccc1)O
c1ccccc1C(O)C(NC)C,c1cccc(c1)CN1CCCC1CO,c1(C)n(c(C)[n+](c1)C)C,c1c(cccc1)CN1CCCC1CO,C(c1[n+](C)ccn1C)CCCC[n+]1c(n(C)cc1)C,Cn1c([n+](cc1)CCCC)C
C12CCC(CC1)C1CCCCC1[N+](C)(C2)C,C(C)CN(CCC)CCC,C1CN(CCN(CCN(CCN(CCN(C)CCN1C)C)C)C)C,C(C)C(NC)C,c1ccc(cc1)CN1C(CO)CCC1,C(C)CNCCC
C(CCCC)N(CC)CC,c1cc(C[n+]2ccn(c2C)C)cc(C)c1,c1c(ccc(F)c1)CN1CCCC1,C1CCN(Cc2cc(F)ccc2)C1,C1CCC(CC1)N(C1CCCCC1)C,c1cccc(c1)CN1CCCC1CO
C1CCCCCC2C1CC1[N+](C)(C)CC2,C(CCCCCCC)N,C(C)C[n+]1c(n(CC)cc1)CCCC,c1(ccccc1)CN1CCCC1CO,c1(ccccc1)C[N+](Cc1ccccc1)(C)C,C1CCCC2C3CN4C(CCCC4)C(C3)C[N+]21C
C1CCC(N(CCNCCNC(C)CCN1C)(C)C)C,C1CC(C)(C)N(C)CC1,C(C)CC[n+]1ccn(C)c1,C1CCC(CC1)N(C1CCCCC1)C,C1CCC2C3CC(C[N+]2(C)CC1)C1N(CCCC1)C3,C1(CO)N(Cc2ccccc2)CCC1
C1CCCNCC1,C(C)CNCCC,C1CCCC(N(C)C2CCCCC2)C1,c1ccc(cc1)C(O)C(C)NC,C(CCC[n+]1ccn(C)c1C)C,C1CCCCN1
C1C2CC3CC(CC(C3)C2)C[N+](C)(C)C1,c1ccc(cc1)CN1CCCC1CO,C(CC)N(CCC)CCC,c1ccc(cc1)CN1C(CCC1)CO,C(C)CNCCC,C1CCCCC1N(C)C1CCCCC1
c1ccc(cc1)CN1CCCC1,C(CC[n+]1ccn(c1)C)CC,C([n+]1ccn(c1C)C)C,C1CC2C3CC(C4CCCCN4C3)C[N+]21C,C(C(C)NC)(O)c1ccccc1,C(C(NC)C)(c1ccccc1)O
C1CCNCC1,C1CCCC(N(C1)C)C1CCCCC1,c1c(C[n+]2ccn(c2C)C)cccc1,c1(ccccc1)C(C(C)NC)O,C1CCCCN1Cc1cccc(F)c1,c1ccccc1C(O)C(C)NC
C(C)NCCC,c1ccc(cc1)CN1CCCC1CO,C1CCC(N(C)C2CCCC2)CC1,C1CC2C3CC(C4CCCCN4C3)CN1C2,C1C2C3CC(C[N+]1(C)C)CC(C3)C2,Cn1c(C)[n+](CCCC)cc1
C1CN(CCCCN(CCN(C)CCN1C)C)C,C(C)(NCC)C,C1CC(N(C2CCCCC2)C)CC1,c1c(cccc1)CN1C(CCC1)CO,C1CC2C3N(CC(C2)C2C1)C1CCCC[N+]1(C3)C,[n+]1(CCCC)cn(C)cc1
C(CC)C[N+](CC)(CC)CC,c1cccc(CN2CCCC2)c1,C(N1CCCC1)c1ccc(cc1)F,C1CC(N(C2CCCCC2)C)CC1,c1(cccc(c1)F)C[N+](Cc1ccccc1)(C)C,C1CCN(Cc2ccccc2)C1CO
C1C2CC(C1)C1CCCC2[N+]1(C)CCCCC1,C1CCCCCC1[n+]1ccn(c1)C1CCCCC1,N(CC)(CC)CC,C1CCN(Cc2cc(F)ccc2)C1,C(C)CNCCC,C(N(CCO)CCO)CO
c1ccccc1CN1CCCC1CO,C1(N(C)CCCC1)Cc1ccccc1,C1N(Cc2ccccc2)CCC1,c1cccc(C(C(NC)O)O)c1,C(C(C)NC)(c1ccccc1)O,C1CCCCC1N(C1CCCCC1)C
c1(ccccc1)C[n+]1ccn(c1)C,C1CN(CCN(C)CCN(C)CCN(C)CCN(C)CC1)C,C1CCCCN1Cc1ccccc1F,C(C)CN(CCC)CCC,c1cccc(c1)CN1C(CO)CCC1,c1cccc(CN2CCCC2)c1
C1C2CC3CC(CC1C3)[N+](C)(C)C2,N(C(C)C)(C(O)C)C,C1C2CC3CC1CC(C2)(C3)[N+](C)(C)C,C(CC)CNCCC,c1ccc(CN2CCCC2CO)cc1,c1cc(ccc1)CN1CCCC1
C(CNCCCCNCCC)NCC,C(N(CC)CC)C,C1CCCC(C1)N(C1CCCCC1)C,C1C2C3CCCCN3CC1C1CCCC[N+]1(C2)C,C(C)[n+]1c(C)n(c(C)c1C)C,c1cc(CN2CCCC2)ccc1
C1CCCCN1Cc1ccccc1,c1ccc(cc1)CN1CCCC1,C12CC3CC(C2)CC(C1)(C3)[N+](C)(C)C,C1CCC(N(C)C2CCCCC2)CC1,c1(n(c(C)[n+](C)c1)C)C,C1CCC(CO)N(C1)Cc1ccccc1
c1cc(C[n+]2c(n(cc2)C)C)cccc1,C1CCC(CC1)N(C1CCCCC1)C,C(N(CC)CC)C,C1CCC(CC1)N(C1CCCCC1)C,c1cccc(c1)C[N+](Cc1ccccc1F)(C)C,C12CC3CC(CC(C3)([N+](C)(C)C)C2)C1
C1C2CC3CC(CC(C3)C2)[N+](C)(C)C1,C1N(CCN(CCN(CCN(C)CCN(C)CCN(C)C1)C)C)C,C1CC(N(C)C2CCCCC2)CC1,C1CCC(CC1)N(C1CCCCC1)C,C1CCC2C3C[N+]4(C)C(C(CN2C1)C3)CCCC4,C1CCCCC1N(C1CCCCC1)C
C(CC)[N+]1(CCCC(CC1)C)C,C1CC(CO)N(Cc2ccccc2)C1,C1C2CC3CC1(CC(C2)C3)[N+](C)(C)C,C(N(CC)CC)C,C(c1ccccc1)N(C)C(C)C(O)c1ccccc1,C(C)CC[n+]1cn(C)cc1
c1(ccccc1)C[n+]1c(n(C)cc1)C,OC1CCCCC1N(C1CCCCC1)C,c1ccc(C(N(C)C)C)cc1,C12C3CCCCN3CC(C3[N+](C)(C1)C)C2,C1CC(N(C2CCCCC2)C)CCC1,C(C)(N(C(C)C)CC)C
C(CNCC)C,c1cccc(c1)CN1CCCC1CO,c1(cccc(F)c1)CN1CCCC1,c1cccc(c1)C(O)C(C)NC,C(O)C1N(Cc2ccccc2)CCC1,C(c1ccccc1)N1CCCC1
c1ccccc1C(N(C)C)C,C1CCCCC1N(C1CCCCC1)C,C(C(NC(c1ccccc1)O)C)O,C(C)CNCCC,C(C(O)c1ccccc1)(NC)C,C12CC3CC(CC(C3)(C2)[N+](C)(C)C)C1
C1N(Cc2ccccc2)CC1,C(N(CC)CC)C,c1cc(F)cc(C[N+](C)(Cc2ccc(F)cc2)C)c1,c1cccc(C[N+](C)(Cc2ccccc2)C)c1,c1cc(ccc1)CN1CCCC1CO,C1CCC(CC1)N(C1CCCCC1)C
