origin: C1N(C)CCN(C)CCN(C)CCN(C)CCN(C)CCN(C)C1, cl: C1N(CCN(C)CCN(C)C1)C, target: C1N(C)CCN(C)CCN(C)C1
origin: C(C)[N+](CC)(CC)CC, cl: CC(C)N(CC)C(C)C, target: CC(N(CC)C(C)C)C
origin: C1NCCN(C)C1, cl: N1(CCN(CCN(C)CC1)C)C, target: C1N(C)CCN(C)CCN(C)C1
origin: C1C(C)NCCNC(C)(C)CC(C)NCCNC1(C)C, cl: C1N(CCN(C)CCN(C)C1)C, target: CN1CCN(C)CCN(C)CC1
origin: C1C2CC3CC1CC([N+](C)(C)C)(C2)C3, cl: C[C@1CCCC(C)[N+]1(C)C, target: C[C@@H]1CCC[C@H](C)[N+]1(C)C
origin: CC1CC(C)C[N+](C)(C)C1, cl: C1C[N+](C)(C)C2C(CCCC2)C1, target: C[C@H]1[N+](C)(C)[C@@H](C)CCC1
origin: C1C2C(C[N+](C)(C)CCC2)CCC1, cl: [C@H2CCCCCCCC[N+]2(C)C, target: [N+]1(C)(C)[C@H](C)CCC[C@@H]1C
origin: C1C2C(CCC1)CCC[N+](C)(C)C2, cl: C1[C2C(CCCC2)CCC1, target: C[N+]1(C)C[C@H](C)C[C@H](C)C1
origin: C1C2C(CCC1)CCC[N+]2(C)C, cl: C[C@1C2CCCC1CC2, target: [C@H]1(C)C[C@@H](C)C[N+](C)(C)C1
origin: C1C2CC3CC(CC1C3)C[N+]2(C)C, cl: C1[N+](C2CC(C)(C)CC1(C2)C)(C)C, target: C[C@H]1C[N+](C)(C)C[C@@H](C)C1
origin: C1C2CC3CC1CC([N+](C)(C)C2)C3, cl: C([P+](CC)(CC)CC)CCCC[N+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1(C)(C)C2CC1CCC[N+]2(CC)CC, cl: C[N+]1(C)CC(CC(C1)C)C, target: C1[N+](C)(C)CC(C)CC1C
origin: C1C(C)[N+](CC)(C)C(C)CC1, cl: CC1CC(C[N+](C1)(C)C)C, target: C1[N+](C)(C)CC(C)CC1C
origin: CC(C)N(CC)C(C)C, cl: CC[N+](CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: CC1(C)C2CC1CCC[N+]2(C)C, cl: [N+]1(C)(C)CC(C)CC(C1)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: C1C(C)[N+](C)(C)C(C)CC1, cl: C1(C)(C)C2CC1[N+](CCC2)(C)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: C1CC(C)[N+](C)(CC)C(C)C1, cl: CC[P+](CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: C1C2CC3CC1CC([N+](C)(C)C)(C2)C3, cl: C([P+](CC)(CC)CC)C, target: C([P+](CC)(CC)CC)C
origin: C1C2CC3CC(CC1([N+](C)(C)C)C3)C2, cl: C([P+](CC)(CC)CC)C, target: CC[P+](CC)(CC)CC
origin: C1C2CC3([N+](C)(C)C)CC1CC(C2)C3, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C(C)(C)N(CC)C(C)C, cl: CCN(CC)CC, target: CC(N(CC)C(C)C)C
origin: C1C2CC3CC(CC1C3)[N+](C)(C)C2, cl: [NH2+]1C(C)CCCC1C, target: C1[C@H](C)C[C@H](C)C[NH2+]1
origin: C1C2CC3CC(CC1C3)C[N+]2(C)CC, cl: C[C@1CCCC(C)[N+]1(C)C, target: C1[C@@H](C)[NH2+][C@@H](C)CC1
origin: C(C)N(CCO)CCO, cl: CC(N(CC)CC)C, target: CC(C)N(C(C)C)CC
origin: C(N(CCO)CCO)CO, cl: CC(C)N(CC)C(C)C, target: CC(N(C(C)C)CC)C
origin: C(N(CCO)CCO)CO, cl: CCN(CC)CC, target: N(C(C)C)(CC)C(C)C
origin: C12CC3CC(CC([N+](C)(C)C)(C3)C1)C2, cl: C1(C)(C)CCC[N+](C)(C)C1, target: CC1C[N+](C)(C)CC(C)C1
origin: C(C)(C)N(C(C)C)CC, cl: C([N+]1(CCCC1)C)CCCC[N+]1(C)CCCC1, target: CC[N+](CC)(CC)CC
origin: C1C(C)C[N+](C)(C)CC1C, cl: C(C)[N+](CC)(CC)CC, target: C([N+](CC)(CC)CC)C
origin: C1CCC(N2CCCCC2)CC1, cl: C(N(CC)C(C)C)(C)C, target: C(C)N(C(C)C)C(C)C
origin: C1CCC(N2CCCCC2)CC1, cl: CC(N(CC)C(C)C)C, target: CC(C)N(C(C)C)CC
origin: C1(C)(C)C2CC1[N+](C)(C)CCC2C, cl: [N+]1(C)(C)CC(CC(C1)C)C, target: CC1(C)[N+](C)(CC)C(C)(C)CCC1
origin: C1CCC(C)(C)C[N+]1(CC)C, cl: CCN(CC)CC, target: N(CC)(C(C)C)C(C)C
origin: C1(C)CCCC(C)[N+]1(CC)C, cl: C[C@1CCCC(C)[N+]1(C)C, target: C[C@@H]1CCC[C@H](C)[N+]1(CC)CC
origin: C1C([N+](C)(C)C)CCCC1, cl: C1[N+](C)(C)CC2C1C1C=CC2C2C1C1C[N+](C)(C)CC12, target: C1(C)CC(C)C[N+](C)(C)C1
origin: C(C)(C)N(CC)C(C)C, cl: N(CC)(CC)CC, target: CCN(C(C)C)C(C)C
origin: C1CCCC(N)C1, cl: CC(C)N(CC)C(C)C, target: CC(C)N(CC)C(C)C
origin: C1CCCC(N)C1, cl: C1(C)CCCC(C)N1C, target: C[N+]1(C)CC(C)CC(C)C1
origin: C(CO)N(CCO)C, cl: CC(C)NC(C)C, target: C(N(C(C)C)CC)(C)C
origin: C(CCCCCCCCCCCC)C[N+](C)(C)C, cl: C1(CCCCC1)N, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1(C)(C)NCCNC(C)CC(C)(C)NCCNC(C)C1, cl: C(C)[n+]1ccn(C)c1, target: CC[N+](CC)(CC)CC
origin: C1CCCC(N2CCCCC2)C1, cl: CC(N(CC)C(C)C)C, target: CC(C)N(C(C)C)CC
origin: C1CCCC(N2CCCCC2)C1, cl: C(C)(N(CC)C(C)C)C, target: C(N(C(C)C)C(C)C)C
origin: C1CC(C)[N+](C)(CC)C(C)C1, cl: [C@H2C(C)C(CC)CCC2, target: [C@H]1(C)C[C@H](C)C[NH2+]C1
origin: C[N+]1(C)CC(C)CC(C)C1, cl: C1[C+](C)(C)CC(C1)C, target: C1CC[C@H](C)[NH2+][C@@H]1C
origin: C1(C)[N+](CC)(CC)C(C)CCC1, cl: C[N+]1(C)CC(CC(C1)C)C, target: C[N+]1(C)C(C)CCCC1C
origin: C1C(C)[N+](CC)(CC)C(C)CC1, cl: CC1CC(C[N+](C1)(C)C)C, target: C1(C)CCCC(C)[N+]1(CC)CC
origin: CC[N+]1(CC)C(C)CCCC1C, cl: C1(C)CC(C[N+](C)(C)C1)C, target: C1(C)CCCC(C)[N+]1(CC)C
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: c1[n+](CC)ccn1C, target: [n+]1(CC)ccn(C)c1
origin: C[N+]1(C)CC(C)CC(C)C1, cl: C1(C)(C)CCCC(C)(C)[N+]1(CC)CC, target: C[N+]1(C)CC(C)CC(C)C1
origin: C1CCCC(N)C1, cl: NCCNCCCNCCCN, target: N(CCN)CCNCCN
origin: C(CNCCN)NCCNCCN, cl: C(CNCCNCCN)N, target: N(CCCNCCN)CCN
origin: n1(C)c(C)c[n+](C)c1C, cl: CC1(C)CC(NCCNC(C)(CC(NCCNC(C)C1)C)C, target: CC1(C)NCCN[C@@H](C)CC(C)(C)NCCN[C@@H](C)C1
origin: C1CCCC(N2CCCCC2)C1, cl: N1CCN(CC1)C, target: N1[C@@H](C)CC(C)(C)NCCN[C@@H](C)CC(C)(C)NCC1
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C[N+]1(C)CC(C)CC(C1)C, target: C1[C@@H](C)C[N+](C)(C)C[C@H]1C
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: C[C@1(C)CCCC1(C)[N+](C)(C)C, target: C[C@H]1C[C@H](C)C[N+](C)(C)C1
origin: C1C2CC3CC(CC1C3)C[N+]2(CC)C, cl: C[N+]1(CC2CC3CC(CC1C3)C2)C, target: CC1C[N+](C)(C)CC(C)C1
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C1(C)CC(C[N+](C)(C)C1)C, target: CC[N+]1(CC)C(C)CCCC1C
origin: C1(C)C[N+](C)(C)CC(C)C1, cl: C[N+](C12CC3CC(C1)CC(C3)C2)(C)C, target: C12CCCC(CCC1)[N+]2(C)C
origin: C1(C)CCCC(C)[N+]1(CC)CC, cl: CC1CCCC([N+]1(CC)CC)C, target: [N+]1(CC)(CC)C(C)CCCC1C
origin: C1CC(C)C2CC([N+]1(C)C)C2(C)C, cl: CC1C[N+](C)(C)CC(C1)C, target: C1C(C)CC(C)C[N+]1(C)C
origin: C1C(C)C[N+](C)(C)CC1C, cl: CC[P+](CC)(CC)CC, target: [P+](CC)(CC)(CC)CC
origin: C1(C)CC(C)C[N+](C)(C)C1, cl: C1C(C[N+](C)(C)CC1C)C, target: CC1CCCC(C)[N+]1(C)C
origin: C1C(C)(C)[N+](CC)(C)C(C)(C)CC1, cl: C1(C)(C2CC1[N+](CCC2C)(C)CC)C, target: C1(C)(C)[N+](CC)(C)C(C)(C)CCC1
origin: C[N+]1(C)CCCC2CCCCC12, cl: C1CC(C)[N+](C)(C)C(C)C1, target: C1C(C)[N+](CC)(CC)C(C)CC1
origin: C12CCCCC1CCC[N+]2(C)C, cl: C[N+]1(C)CCCC2CCCCC21, target: C1(C)[N+](C)(C)C(C)CCC1
origin: C12CCCC(CCC1)[N+]2(C)CC, cl: C[N+](C)(C12CC3CC(CC(C3)C2)C1)C, target: C12C(C)(C)C(CCC[N+]1(C)C)C2
origin: C1CCC(C)[N+](C)(C)C1C, cl: C1C(C)[N+](C)(C(CC1)C)C, target: C[N+]1(C)CC2(C)CC(C)(C)CC1C2
origin: CC[N+]1(CC)C(C)CCCC1C, cl: C1[N+](C)(C)CC(C)CC1C, target: C[N+]1(C)CCCC2CC1C2(C)C
origin: C1CC(C)(C)[N+](C)(CC)C(C)(C)C1, cl: CC1C[N+](C)(C)CC(C1)C, target: CC1(C)C2[N+](C)(C)CCC(C)C1C2
origin: C1CC[N+](C)(CCCCC[N+]2(C)CCCC2)C1, cl: C(N(CC)C(C)C)(C)C, target: C(N(C(C)C)CC)(C)C
origin: C1(C)(C)NCCNC(C)CC(C)(C)NCCNC(C)C1, cl: CC(N(C(C)C)CC)C, target: CCN(C(C)C)C(C)C
origin: C1CCCC(N2CCCCC2)C1, cl: CC(C)N(CC)C(C)C, target: CC(N(CC)C(C)C)C
origin: c1[n+](C)cn(CC)c1, cl: [n+]1(ccn(C)c1)CC, target: [n+]1(C)ccn(CC)c1
origin: C1C(N2CCCCC2)CCNC1, cl: CC(N(C(C)C)CC)C, target: CCN(C(C)C)C(C)C
origin: C1(C)(C)[N+](C)(CC)C(C)(C)CCC1, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1(C)CCCC(C)[NH2+]1, cl: CC1CC(C[N+](C)(C1)C)C, target: [N+]1(C)(C)CC(C)CC(C)C1
origin: C1C(C)(C)CCC[N+]1(C)C(C)C, cl: CCC1CC(C)C[N+]2(C1)CCCC2C, target: C[N+]1(C)C(CC)CCCC1
origin: C1CCC(C)[N+](C)(CC)C1, cl: CC[N+]1(CC)CCCC(C)(C)C1, target: C[N+]1(CC)C(C)CCCC1C
origin: CC1(C)CCC[N+](C)(C(C)C)C1, cl: CC1[N+](C(C)CCC1)(C)C, target: CC1[N+](CC)(CC)C(C)CCC1
origin: C1CCC[N+]12CCCC(C)(C)C2, cl: CC1[N+](CC)(CC)C(CCC1)C, target: C1C[N+]2(C(C)CCCC2C)CC1
origin: C1(C)[N+](C)(CC)C(C)CCC1, cl: C1[N+](CC)(CC(C)CC1)CC, target: C[N+]1(C)CC(C)(C)C=CC(C)(C)C1
origin: C(C)(N(CC)C(C)C)C, cl: [N+](CC)(CC)(CC)CC, target: CC[N+](CC)(CC)CC
origin: C(CO)N(CCO)C, cl: CC(C)N(CC)C(C)C, target: C(C)(N(C(C)C)CC)C
origin: C(C)(C)N(C(C)C)CC, cl: C(C)(C)N(C(C)C)CC, target: CC(C)N(CC)C(C)C
origin: C1CCCCN1C, cl: C1N(C)CCN(CCN(C)CCN(C)CCN(C)CCN(C)C1)C, target: CN1CCN(C)CCN(C)CC1
origin: C1CCC(N2CCCCC2)CC1, cl: N1(CCN(CCN(C)CC1)C)C, target: N1(C)CCN(C)CCN(C)CC1
origin: C1C2CC3CC(CC1C3)C[N+]2(C)C, cl: C1[CCC(C)(C)C1)(C)C, target: C1C[C@H](C)[N+](C)(C)[C@H](C)C1
origin: C1CCC2CCCC1[N+]2(C)CC, cl: [C@H2CCCCCCCCCCCCC[N+](C)(C)C, target: C1[C@@H](C)[N+](C)(C)[C@@H](C)CC1
origin: C12CC3CC(CC(C[N+]3(C)C)C1)C2, cl: C1[C2CC3CC(C2)CC(C1)(C3)[N+](C)(C)C, target: C[C@@H]1[N+](C)(C)[C@H](C)CCC1
origin: C1CCC2C([N+](C)(C)CCC2)C1, cl: [C@@[N+]1(CC)CCCC(C)(C1)C, target: C1[N+](C)(C)C[C@@H](C)C[C@H]1C
origin: C1C2CC3CC1CC([N+](C)(C)C)(C3)C2, cl: C[N+]1(C)C2CC(C)(CC(C)(C2)C)C1, target: C1[C@@H](C)C[N+](C)(C)C[C@H]1C
origin: C12CC3CC(C1)CC(C2)[N+](C)(C)C3, cl: C1[C2CCCCC2CCC1, target: [C@@H]1(C)C[N+](C)(C)C[C@H](C)C1
origin: C1C2CC3CC(C2)CC1([N+](C)(C)C)C3, cl: CC[P+](CC)(CC)CC, target: CC[P+](CC)(CC)CC
origin: C1CC([N+](C)(C)CC)CCC1, cl: C1C(C[N+](C)(C)CC1C)C, target: C1(C)C[N+](C)(C)CC(C)C1
origin: C1C(C)[N+](CC)(C)C(C)CC1, cl: C1C(C)[N+](C(CC1)C)(C)C, target: [N+]1(C)(C)CC(C)CC(C)C1
origin: CC(N(C(C)C)CC)C, cl: CC[N+](CC)(CC)CC, target: [N+](CC)(CC)(CC)CC
origin: CC1(C)[N+](C)(CC)C(C)(C)CCC1, cl: C1[N+](C)(C)CC2C3C4C5C[N+](C)(C)CC4C(C=C3)C21, target: C1C(C)CC(C)C[N+]1(C)C
origin: C[N+]1(C)CC(C)CC(C)C1, cl: C[N+]1(C)CC(C)CC(C1)C, target: C1C(C)C[N+](C)(C)CC1C
origin: C1(C)[N+](CC)(C)C(C)CCC1, cl: CC[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: C12C[N+](C)(C)CC1C1C=CC2C2C3C[N+](C)(C)CC3C21, cl: C([P+](CC)(CC)CC)C, target: C([P+](CC)(CC)CC)C
origin: C1C2CC3CC([N+](C)(C)C)(CC1C3)C2, cl: CC[P+](CC)(CC)CC, target: C(C)[P+](CC)(CC)CC
origin: C12CC3([N+](C)(C)C)CC(CC(C3)C1)C2, cl: CC[P+](CC)(CC)CC, target: C([P+](CC)(CC)CC)C
origin: CC(C)N(C(C)C)CC, cl: C(C)CNCCC, target: C(C)N(C(C)C)C(C)C
origin: [N+]1(C)(C)CC2C(CCCC2)CCC1, cl: C[C@1(C)CCCC([N+]1(C)CC)C, target: C1[C@@H](C)C[C@@H](C)C[NH2+]1
origin: C12CC3CC(CC(C1)C3)C[N+]2(C)C, cl: C1[C2(C)C(CC1)CCCC2, target: [C@H]1(C)[NH2+][C@@H](C)CCC1
