,mol_gen,smiles,zeos,syns,valid_smiles_null
74,C1N2C(N(CCC1)Cc1ccccc1)C2,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],22.58272237703204
75,C[N+](C)(C)CCC,C1CCCNCC1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],7.2768990461481735
76,C(N(CC)c1cccc(c1)C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],14.77255929261446
77,c1cn(C)c(F)c1O,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],14.73039565840736
78,Cc1[n+](cn(C)c1)CC,CCN(CC)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],10.731352376518771
79,c1ccccccn1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],11.00749430153519
80,C1CC[N+](C)(C(C(CC1)C)C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0.],17.346965696080588
81,c1c(-ccn1C)CCC[n+]1c(cc1)C,CCC[N+](CCC)(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],23.3217702266993
82,C(c1ccc(cc1)C)Cc1ccccc1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],16.59656396135688
83,c1ccccc1,CCN(CC)C(C)O,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],2.831571194343269
84,Cc1n(C)c(C)[n+](c1C)C,CN(C1CCCCC1)C2CCCCC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],12.914851176552474
85,N1(c2cccccc2ccc2)cccc21,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],22.238018698059022
86,C1N(C)CCN(CCN(CCN1C)C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],11.226782478392124
87,c1(ccccc1C[N+](C)(C)C)C,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],12.89282603416359
88,C(CO)[n+]1ccn(c1)C,CCCN(CCC)CCC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],10.804425761569291
89,C1(CCCN2C1)CC[N+]1(CC2(CCC1)C)C,CC[N+](CC)(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],26.531775066046976
90,Cc1ccccc1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],5.946485784370452
91,C(NCNCC)(C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],16.64037199318409
92,n1n(c(C)[n+](c1)C)CC,C[N+](C)(C)C12CC3CC(CC(C3)C1)C2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],15.985662216320634
93,c1cccc(c1)-O,C1CCCNCC1,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],13.908583322539926
94,C1N(C)CC1,C1CN2CCN1CC2,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0.],6.35780730843544
95,c1c(cccc1)C,CCN(CC)CCO,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],5.284735243301839
96,CN1CCN(CCCCN(C)C)CCN(CCC1)C,C[C@@H]([C@H](O)c1ccccc1)N(C)C,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],18.656290045008063
97,[n+]1c(cn(C)c1C)C,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],7.6454121803399175
98,n1(C)c[n+](cc1)CC,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],8.071960625471547
99,C1CC[N+]3(CCCCCC3)CCC1,CCN(CC)CC,"[0.69402985 0.25       0.33333333 0.13965677 0.30902702 0.33039866
 0.33039866]",[0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0.],16.568922471487895
